activity_id,ActivityLocation,StartTime,EndTime,ActivityDuration(hr),Labelled_SAs,Labelled_Acts,Arts & Entertainment,Colleges & Universities,Eating,Nightlife Spots,Outdoors & Recreation,Professional & Other Places,Residences,Shopping,Travel & Transport
1565,London Bridge,8,18,10,W,1,3,5,91,4,25,13,40,60,91
1567,London Bridge,9,18,9,W,1,4,8,101,7,31,15,40,66,91
1570,London Bridge,8,15,7,W,1,3,5,91,4,25,13,40,60,91
1574,London Bridge,9,18,9,W,1,4,8,101,7,31,15,40,66,91
1577,London Bridge,9,18,9,W,1,3,5,86,4,25,13,40,57,91
2505,Shepherds Bush,9,18,9,W,1,8,1,86,20,5,7,21,19,75
2505,Shepherds Bush,9,18,9,W,1,8,1,86,20,5,7,21,19,75
1395,Bond Street,9,18,9,W,1,8,8,13,35,21,42,53,1,119
1454,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1455,Leicester Square,8,19,11,W,1,21,6,156,14,48,48,29,77,197
1456,Leicester Square,8,19,11,W,1,21,6,156,14,48,48,29,77,197
1457,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1458,Leicester Square,10,23,13,W,1,21,6,156,14,48,48,29,77,197
1459,Leicester Square,8,21,13,W,1,21,5,97,14,48,48,29,55,197
1460,Leicester Square,8,20,12,W,1,21,5,107,14,48,48,29,73,197
1461,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1462,Leicester Square,8,19,11,W,1,21,6,156,14,48,48,29,77,197
1463,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1464,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1465,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1467,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1468,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1469,Leicester Square,8,20,12,W,1,21,5,107,14,48,48,29,73,197
1470,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1471,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1472,Leicester Square,10,23,13,W,1,21,6,171,14,48,48,29,79,197
1473,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1474,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1475,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1477,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1478,Leicester Square,8,19,11,W,1,21,6,156,14,48,48,29,77,197
1479,Leicester Square,8,19,11,W,1,21,6,156,14,48,48,29,77,197
1480,Leicester Square,8,18,10,W,1,21,6,171,14,48,48,29,79,197
1487,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1488,Embankment,8,16,8,W,1,9,5,101,6,36,55,19,58,153
1489,Embankment,10,23,13,W,1,9,5,21,0,33,48,19,30,153
1491,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1493,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1494,Embankment,7,20,13,W,1,9,5,18,0,33,37,19,30,153
1495,Embankment,7,15,8,W,1,9,5,21,0,33,48,19,30,153
1496,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1497,Embankment,7,18,11,W,1,9,5,21,0,33,37,19,30,153
1498,Embankment,14,21,7,W,1,61,7,307,126,36,48,19,42,153
1499,Embankment,15,23,8,W,1,50,7,52,34,34,43,19,4,150
1500,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1501,Embankment,15,23,8,W,1,50,7,52,34,34,43,19,4,150
1502,Embankment,10,23,13,W,1,7,7,12,11,34,43,19,4,150
1503,Embankment,7,16,9,W,1,9,5,21,0,33,48,19,30,153
1536,Oxford Circus,8,17,9,W,1,5,4,151,4,21,58,37,68,153
1537,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1538,Oxford Circus,10,19,9,W,1,7,24,177,17,22,102,37,129,153
1539,Oxford Circus,7,16,9,W,1,20,24,135,25,22,46,37,140,153
1540,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1541,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1542,Oxford Circus,10,19,9,W,1,7,24,177,17,22,102,37,129,153
1543,Oxford Circus,8,17,9,W,1,5,4,151,4,21,58,37,68,153
1544,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1545,Oxford Circus,9,20,11,W,1,5,19,118,12,21,44,37,56,153
1546,Oxford Circus,7,17,10,W,1,5,4,27,1,19,54,37,33,153
1547,Oxford Circus,9,21,12,W,1,5,12,106,12,21,44,37,38,153
1548,Oxford Circus,10,20,10,W,1,5,24,127,17,22,45,37,91,153
1549,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1550,Oxford Circus,7,16,9,W,1,21,11,306,134,19,45,37,26,153
1551,Oxford Circus,11,20,9,W,1,20,24,135,25,22,46,37,140,153
1552,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1554,Oxford Circus,8,17,9,W,1,5,4,151,4,21,58,37,68,153
1555,Oxford Circus,10,19,9,W,1,7,24,177,17,22,102,37,129,153
1556,Oxford Circus,14,21,7,W,1,20,12,118,25,22,46,37,57,153
1557,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1558,Oxford Circus,12,22,10,W,1,20,11,122,41,19,45,37,26,153
1559,Oxford Circus,12,22,10,W,1,20,11,122,41,19,45,37,26,153
1560,Oxford Circus,11,20,9,W,1,20,24,135,25,22,46,37,140,153
1561,Oxford Circus,13,23,10,W,1,15,11,55,44,19,43,37,7,151
1562,Oxford Circus,10,19,9,W,1,7,24,177,17,22,102,37,129,153
1563,Oxford Circus,8,17,9,W,1,5,4,151,4,21,58,37,68,153
1564,Oxford Circus,8,18,10,W,1,5,4,143,4,21,43,37,68,153
1565,Oxford Circus,13,23,10,W,1,15,11,55,44,19,43,37,7,151
1566,Oxford Circus,14,23,9,W,1,15,11,55,44,19,43,37,7,151
1567,Oxford Circus,9,19,10,W,1,5,19,166,12,21,44,37,66,153
1568,Oxford Circus,7,16,9,W,1,21,11,306,134,19,45,37,26,153
1569,Oxford Circus,13,22,9,W,1,21,11,306,134,19,45,37,26,153
1570,Oxford Circus,11,20,9,W,1,20,24,135,25,22,46,37,140,153
1571,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1572,Angel,9,18,9,W,1,1,21,35,3,24,11,26,49,59
1573,Angel,9,18,9,W,1,1,21,35,3,24,11,26,49,59
1574,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1576,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1577,Angel,9,17,8,W,1,1,23,67,3,24,17,26,52,60
1578,Angel,9,17,8,W,1,1,23,67,3,24,17,26,52,60
1579,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1580,Angel,8,17,9,W,1,1,6,33,2,19,16,26,38,59
1581,Angel,8,19,11,W,1,1,6,27,2,19,11,26,34,59
1582,Angel,9,17,8,W,1,1,23,67,3,24,17,26,52,60
1583,Angel,9,19,10,W,1,1,21,33,3,19,11,26,41,59
1584,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1585,Angel,9,17,8,W,1,1,23,67,3,24,17,26,52,60
1586,Angel,7,16,9,W,1,1,6,16,2,18,11,26,30,59
1587,Angel,9,17,8,W,1,1,23,67,3,24,17,26,52,60
1588,Angel,9,16,7,W,1,1,23,70,3,24,18,26,52,60
1589,Warren Street,8,19,11,W,1,6,20,76,5,25,19,73,62,127
1590,Warren Street,8,17,9,W,1,7,20,90,5,25,30,73,67,127
1591,Warren Street,8,17,9,W,1,7,20,90,5,25,30,73,67,127
1592,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1593,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1594,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1595,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1596,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1597,Warren Street,9,18,9,W,1,6,52,97,12,26,20,73,79,127
1598,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1599,Warren Street,14,21,7,W,1,6,20,82,5,25,19,73,67,127
1600,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1602,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1603,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1604,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1605,Warren Street,8,19,11,W,1,6,20,76,5,25,19,73,62,127
1606,Warren Street,8,18,10,W,1,6,20,82,5,25,19,73,67,127
1607,Warren Street,7,16,9,W,1,6,20,82,5,25,19,73,67,127
1608,Warren Street,8,19,11,W,1,6,20,76,5,25,19,73,62,127
1609,Warren Street,8,20,12,W,1,6,20,40,5,25,19,73,57,127
1610,Warren Street,8,19,11,W,1,6,20,76,5,25,19,73,62,127
1611,Warren Street,8,20,12,W,1,6,20,40,5,25,19,73,57,127
1612,Warren Street,8,19,11,W,1,6,20,76,5,25,19,73,62,127
1613,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1614,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1615,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1616,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1617,Hyde Park Corner,8,15,7,W,1,8,0,17,4,21,60,16,20,75
1618,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1619,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1620,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1621,Hyde Park Corner,8,17,9,W,1,8,0,16,4,21,60,16,20,75
1622,Hyde Park Corner,9,17,8,W,1,8,4,33,14,23,60,16,22,75
1674,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1675,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1677,Walthamstow Central,7,16,9,W,1,7,0,53,2,8,13,0,46,31
1678,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1679,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1680,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1681,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1682,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1683,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1684,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1685,Walthamstow Central,12,19,7,W,1,7,0,85,6,8,13,0,46,31
1686,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1687,Walthamstow Central,11,18,7,W,1,7,0,54,2,8,13,0,79,32
1688,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1689,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1690,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1691,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1692,Walthamstow Central,12,20,8,W,1,7,0,31,2,8,6,0,34,31
1693,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1694,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1695,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1696,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1697,Walthamstow Central,7,16,9,W,1,7,0,31,2,8,6,0,34,31
1698,Walthamstow Central,12,20,8,W,1,7,0,31,2,8,6,0,34,31
1699,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1700,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1701,Walthamstow Central,14,21,7,W,1,7,0,54,2,8,13,0,79,32
1703,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1704,Walthamstow Central,12,19,7,W,1,7,0,53,2,8,13,0,46,31
1705,Walthamstow Central,12,19,7,W,1,7,0,85,6,8,13,0,46,31
1706,Green Park,13,23,10,W,1,16,0,32,38,26,26,18,5,99
1707,Green Park,10,17,7,W,1,13,5,136,19,29,371,19,144,99
1708,Green Park,14,23,9,W,1,16,0,33,38,26,26,18,5,99
1709,Green Park,13,23,10,W,1,16,0,32,38,26,26,18,5,99
1710,Green Park,10,23,13,W,1,8,0,10,11,24,26,18,4,99
1711,Green Park,10,18,8,W,1,11,3,104,19,29,30,19,94,99
1712,Green Park,12,23,11,W,1,15,0,20,13,26,26,18,5,99
1713,Green Park,14,23,9,W,1,16,0,33,38,26,26,18,5,99
1714,Green Park,11,23,12,W,1,14,0,10,11,26,26,18,5,99
1715,Green Park,11,18,7,W,1,21,3,117,22,31,30,19,377,99
1716,Green Park,10,23,13,W,1,8,0,10,11,24,26,18,4,99
1717,Green Park,10,23,13,W,1,8,0,10,11,24,26,18,4,99
1718,Green Park,14,23,9,W,1,16,0,33,38,26,26,18,5,99
1719,Green Park,11,19,8,W,1,21,3,110,22,28,29,18,119,99
1720,Green Park,14,23,9,W,1,16,0,33,38,26,26,18,5,99
1721,Green Park,11,23,12,W,1,14,0,10,11,26,26,18,5,99
1722,Green Park,15,23,8,W,1,16,0,33,38,26,26,18,5,99
1723,Green Park,11,20,9,W,1,17,3,78,22,28,27,18,56,99
1724,Green Park,15,23,8,W,1,16,0,33,38,26,26,18,5,99
1725,Green Park,11,23,12,W,1,14,0,10,11,26,26,18,5,99
1726,Green Park,11,23,12,W,1,14,0,10,11,26,26,18,5,99
1727,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1728,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1730,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1731,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1732,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1733,Bank,8,18,10,W,1,7,1,148,4,33,20,13,79,136
1763,North Greenwich,8,18,10,W,1,3,2,5,0,5,4,1,3,17
1764,North Greenwich,9,18,9,W,1,3,2,7,1,6,4,1,3,17
1765,North Greenwich,8,20,12,W,1,3,2,2,0,5,4,1,3,16
1766,North Greenwich,9,22,13,W,1,3,2,3,1,4,4,1,2,16
1767,North Greenwich,14,23,9,W,1,3,2,2,0,5,4,1,2,16
1768,North Greenwich,8,20,12,W,1,3,2,2,0,5,4,1,3,16
1769,North Greenwich,8,20,12,W,1,3,2,2,0,5,4,1,3,16
1770,North Greenwich,8,15,7,W,1,3,2,5,0,5,5,1,3,17
1771,North Greenwich,9,17,8,W,1,3,2,10,1,6,5,1,3,17
1772,North Greenwich,14,21,7,W,1,10,2,29,16,7,4,1,2,16
1773,North Greenwich,14,21,7,W,1,3,2,5,0,5,4,1,3,17
1774,North Greenwich,8,18,10,W,1,3,2,5,0,5,4,1,3,17
1775,North Greenwich,10,21,11,W,1,4,2,7,2,5,4,1,2,16
1776,North Greenwich,8,19,11,W,1,3,2,5,0,5,4,1,3,16
1777,North Greenwich,8,20,12,W,1,3,2,2,0,5,4,1,3,16
1778,North Greenwich,11,21,10,W,1,9,2,9,3,7,4,1,2,16
1779,North Greenwich,8,19,11,W,1,3,2,5,0,5,4,1,3,16
1780,North Greenwich,8,18,10,W,1,3,2,5,0,5,4,1,3,17
1781,North Greenwich,8,19,11,W,1,3,2,5,0,5,4,1,3,16
1783,North Greenwich,8,19,11,W,1,3,2,5,0,5,4,1,3,16
1784,North Greenwich,14,23,9,W,1,3,2,7,1,6,4,1,3,17
1786,North Greenwich,8,16,8,W,1,3,2,5,0,5,5,1,3,17
1787,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1788,Euston Square,8,16,8,W,1,2,15,31,2,17,9,31,34,69
1789,Euston Square,8,15,7,W,1,2,15,32,2,17,9,31,34,69
1790,Euston Square,8,16,8,W,1,2,15,31,2,17,9,31,34,69
1791,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1792,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1793,Euston Square,8,16,8,W,1,2,15,31,2,17,9,31,34,69
1794,Euston Square,7,16,9,W,1,1,15,4,0,15,9,31,10,68
1795,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1796,Euston Square,8,16,8,W,1,2,15,31,2,17,9,31,34,69
1797,Euston Square,8,15,7,W,1,2,15,32,2,17,9,31,34,69
1798,Euston Square,8,18,10,W,1,2,15,31,2,17,9,31,34,69
1799,Euston Square,8,15,7,W,1,2,15,32,2,17,9,31,34,69
1800,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1801,Euston Square,8,16,8,W,1,2,15,31,2,17,9,31,34,69
1802,Euston Square,14,23,9,W,1,2,15,31,2,17,9,31,34,69
1803,Euston Square,8,17,9,W,1,2,15,31,2,17,9,31,34,69
1804,Euston Square,8,15,7,W,1,2,15,32,2,17,9,31,34,69
1805,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1807,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1808,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1809,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1810,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1811,Hampstead,8,19,11,W,1,0,0,11,0,8,1,3,12,12
1812,Hampstead,14,21,7,W,1,0,0,11,0,8,1,3,12,12
1813,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1814,Hampstead,8,21,13,W,1,0,0,4,0,8,1,3,8,12
1815,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1816,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1818,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1819,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1820,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1821,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1822,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1823,Hampstead,8,19,11,W,1,0,0,11,0,8,1,3,12,12
1824,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1825,Hampstead,8,19,11,W,1,0,0,11,0,8,1,3,12,12
1826,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1827,Hampstead,8,20,12,W,1,0,0,4,0,8,1,3,11,12
1828,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1829,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1830,Hampstead,14,21,7,W,1,0,0,11,0,8,1,3,12,12
1831,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1832,Hampstead,8,18,10,W,1,0,0,11,0,8,1,3,12,12
1833,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1834,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1835,Hampstead,9,20,11,W,1,0,0,7,0,8,1,3,11,12
1837,Hampstead,8,18,10,W,1,0,0,4,0,8,1,3,11,12
1838,Hampstead,8,18,10,W,1,0,0,11,0,8,7,3,12,12
1839,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1840,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1841,Hampstead,8,19,11,W,1,0,0,11,0,8,1,3,12,12
1842,Hampstead,8,17,9,W,1,0,0,11,0,8,7,3,12,12
1843,Monument,8,18,10,W,1,6,2,175,13,36,21,9,103,138
1844,Monument,9,18,9,W,1,6,2,175,13,36,21,9,103,138
1845,Monument,9,20,11,W,1,6,2,102,13,29,21,9,65,138
1846,Monument,9,18,9,W,1,6,2,175,13,36,21,9,103,138
1847,Monument,9,20,11,W,1,6,2,102,13,29,21,9,65,138
1848,Monument,9,19,10,W,1,6,2,158,13,30,21,9,82,138
1849,Monument,8,18,10,W,1,6,2,158,13,30,21,9,82,138
1850,Monument,8,18,10,W,1,6,2,175,13,36,21,9,103,138
1851,Monument,9,19,10,W,1,6,2,158,13,30,21,9,82,138
1852,Monument,9,18,9,W,1,6,2,175,13,36,21,9,103,138
1853,Monument,9,18,9,W,1,6,2,175,13,36,21,9,103,138
1854,Monument,14,21,7,W,1,6,2,158,13,30,21,9,82,138
1855,Monument,9,18,9,W,1,6,2,175,13,36,21,9,103,138
1856,Monument,14,21,7,W,1,6,2,102,13,29,21,9,65,138
1857,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1858,Bank,9,17,8,W,1,7,8,197,11,46,61,13,114,136
1859,Bank,8,18,10,W,1,11,10,143,12,33,49,13,87,136
1860,Bank,9,17,8,W,1,7,8,197,11,46,61,13,114,136
1861,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1862,Bank,10,17,7,W,1,11,20,203,12,48,731,13,185,138
1863,Bank,10,17,7,W,1,11,20,203,12,48,731,13,185,138
1864,Bank,10,17,7,W,1,11,22,216,12,48,736,13,236,138
1865,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1866,Bank,9,19,10,W,1,7,5,137,11,33,22,13,80,136
1868,Bank,10,18,8,W,1,11,10,163,12,46,49,13,136,138
1869,Bank,9,19,10,W,1,7,5,137,11,33,22,13,80,136
1870,Bank,8,19,11,W,1,7,1,129,4,33,20,13,71,136
1871,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1872,Bank,9,18,9,W,1,7,5,157,11,46,22,13,107,136
1873,Bank,10,18,8,W,1,11,10,163,12,46,49,13,136,138
1874,Bank,10,20,10,W,1,7,10,88,12,32,21,13,63,136
1875,Bank,8,18,10,W,1,11,10,143,12,33,49,13,87,136
1876,Bank,11,19,8,W,1,17,10,146,25,37,52,13,107,137
1877,Bank,11,20,9,W,1,13,10,91,25,36,24,13,67,137
1878,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1879,Bank,9,18,9,W,1,7,5,157,11,46,22,13,107,136
1880,Bank,10,18,8,W,1,11,10,163,12,46,49,13,136,138
1881,Bank,9,19,10,W,1,7,5,137,11,33,22,13,80,136
1882,Bank,9,17,8,W,1,7,8,197,11,46,61,13,114,136
1883,Bank,10,19,9,W,1,11,10,143,12,33,49,13,87,136
1884,Bank,11,18,7,W,1,17,10,166,25,50,52,13,190,139
1885,Bank,10,18,8,W,1,11,10,163,12,46,49,13,136,138
1886,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1887,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1888,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1889,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1890,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1891,Clapham Junction,7,14,7,W,1,0,0,12,0,2,7,7,9,59
1892,Chancery Lane,11,18,7,W,1,11,56,150,14,28,49,36,169,140
1893,Chancery Lane,11,18,7,W,1,11,56,112,7,28,48,36,162,140
1894,Chancery Lane,8,18,10,W,1,3,5,97,4,23,24,36,60,140
1895,Chancery Lane,10,18,8,W,1,5,56,109,7,27,46,36,117,140
1896,Chancery Lane,14,21,7,W,1,3,32,105,7,27,28,36,82,140
1897,Chancery Lane,9,16,7,W,1,3,34,183,7,27,56,36,92,140
1922,Wanstead Park,10,19,9,W,1,0,1,7,0,2,4,2,9,13
1923,Wanstead Park,10,17,7,W,1,0,2,13,0,3,18,2,17,13
1924,Wanstead Park,10,18,8,W,1,0,1,7,0,3,4,2,15,13
1925,Wanstead Park,9,18,9,W,1,0,1,7,0,3,3,2,9,13
1927,Wanstead Park,9,17,8,W,1,0,1,13,0,3,9,2,9,13
1928,Wanstead Park,9,17,8,W,1,0,1,13,0,3,9,2,9,13
1929,Wanstead Park,9,20,11,W,1,0,1,5,0,2,3,2,6,13
1930,Wanstead Park,9,17,8,W,1,0,1,13,0,3,9,2,9,13
1931,Wanstead Park,9,18,9,W,1,0,1,7,0,3,3,2,9,13
1932,Wanstead Park,10,18,8,W,1,0,1,7,0,3,4,2,15,13
1933,Wanstead Park,9,19,10,W,1,0,1,7,0,2,3,2,8,13
1934,Wanstead Park,10,18,8,W,1,0,1,7,0,3,4,2,15,13
1935,Wanstead Park,9,19,10,W,1,0,1,7,0,2,3,2,8,13
1936,Wanstead Park,9,16,7,W,1,0,1,13,0,3,11,2,9,13
1937,Wanstead Park,9,17,8,W,1,0,1,13,0,3,9,2,9,13
1938,Wanstead Park,9,21,12,W,1,0,0,5,0,2,3,2,6,13
1939,Wanstead Park,10,19,9,W,1,0,1,7,0,2,4,2,9,13
1940,Wanstead Park,9,19,10,W,1,0,1,7,0,2,3,2,8,13
1941,Wanstead Park,10,20,10,W,1,0,1,5,0,2,3,2,6,13
1942,Wanstead Park,10,17,7,W,1,0,2,13,0,3,18,2,17,13
1943,Wanstead Park,8,18,10,W,1,0,1,5,0,2,3,2,6,13
1944,Wanstead Park,9,20,11,W,1,0,1,5,0,2,3,2,6,13
1945,Wanstead Park,9,18,9,W,1,0,1,7,0,3,3,2,9,13
1946,Wanstead Park,9,19,10,W,1,0,1,7,0,2,3,2,8,13
1947,Wanstead Park,9,18,9,W,1,0,1,7,0,3,3,2,9,13
1948,Wanstead Park,9,17,8,W,1,0,1,13,0,3,9,2,9,13
1949,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1950,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1951,Kentish Town,14,21,7,W,1,0,5,20,2,4,7,15,26,32
1952,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1953,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1954,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1955,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1956,Kentish Town,9,19,10,W,1,0,5,20,2,4,7,15,26,32
1957,Kentish Town,9,18,9,W,1,0,5,21,2,6,7,15,35,32
1958,Kentish Town,9,22,13,W,1,0,4,5,2,1,4,15,13,32
1966,Farringdon,9,17,8,W,1,2,31,158,10,44,63,60,90,120
1968,Farringdon,8,18,10,W,1,2,14,95,8,37,19,60,65,120
1969,Farringdon,8,18,10,W,1,2,14,95,8,37,19,60,65,120
1970,Farringdon,8,17,9,W,1,2,14,100,8,37,40,60,65,120
1971,Farringdon,8,17,9,W,1,2,14,100,8,37,40,60,65,120
1972,Farringdon,8,18,10,W,1,2,14,95,8,37,19,60,65,120
1973,Farringdon,8,17,9,W,1,2,14,100,8,37,40,60,65,120
1974,Farringdon,8,18,10,W,1,2,14,100,8,37,40,60,65,120
1975,Farringdon,9,17,8,W,1,2,31,158,10,44,63,60,90,120
1976,Farringdon,8,19,11,W,1,2,14,85,8,37,19,60,55,120
1977,Farringdon,9,19,10,W,1,2,28,97,10,37,22,60,59,120
1978,Farringdon,8,19,11,W,1,2,14,85,8,37,19,60,55,120
1979,Farringdon,9,21,12,W,1,1,16,55,10,37,19,60,36,120
1980,Farringdon,8,20,12,W,1,1,14,51,8,37,19,60,48,120
1981,Farringdon,8,18,10,W,1,2,14,95,8,37,19,60,65,120
1982,Farringdon,9,18,9,W,1,2,28,107,10,44,25,60,83,120
