activity_id,ActivityLocation,StartTime,EndTime,ActivityDuration(hr),Labelled_SAs,Labelled_Acts,Arts & Entertainment,Colleges & Universities,Eating,Nightlife Spots,Outdoors & Recreation,Professional & Other Places,Residences,Shopping,Travel & Transport
3714,Queensway,21,12,15,H,0,20,5,150,34,28,57,63,118,108
3715,Queensway,17,8,15,H,0,20,5,149,25,28,55,63,118,109
3716,Queensway,21,8,11,H,0,20,5,150,34,28,57,63,118,109
3717,Queensway,21,7,10,H,0,20,5,150,34,28,57,63,118,109
3718,Queensway,22,8,10,H,0,20,5,150,34,28,57,63,118,109
3719,Queensway,22,8,10,H,0,20,5,150,34,28,55,63,118,109
3720,Queensway,20,8,12,H,0,20,5,150,34,28,57,63,118,109
3721,Queensway,21,8,11,H,0,20,5,150,34,28,57,63,118,109
3722,Queensway,17,7,14,H,0,20,5,149,25,28,55,63,118,109
3723,Queensway,18,8,14,H,0,20,5,150,32,28,55,63,118,109
3724,Queensway,17,8,15,H,0,20,5,149,25,28,55,63,118,109
3725,Queensway,17,8,15,H,0,20,5,149,25,28,55,63,118,109
3726,Upton Park,19,10,15,H,0,3,1,45,8,3,21,6,63,15
3727,Upton Park,22,12,14,H,0,3,1,45,8,3,21,6,63,15
3728,Upton Park,23,12,13,H,0,3,1,45,8,3,21,6,63,15
3729,Upton Park,22,12,14,H,0,3,1,45,8,3,21,6,63,15
3730,Upton Park,17,5,12,H,0,3,1,45,7,3,21,6,63,15
3731,Upton Park,19,7,12,H,0,3,1,45,8,3,21,6,63,15
3732,Notting Hill Gate,18,8,14,H,0,23,6,107,28,23,61,27,136,56
3733,Notting Hill Gate,18,8,14,H,0,23,6,107,28,23,61,27,136,56
3734,Notting Hill Gate,18,8,14,H,0,23,6,107,28,23,61,27,136,56
3735,Notting Hill Gate,18,8,14,H,0,23,6,107,28,23,61,27,136,56
3736,Notting Hill Gate,18,9,15,H,0,23,6,107,28,23,61,27,136,56
3737,Notting Hill Gate,23,7,8,H,0,23,6,107,29,23,63,27,136,56
3738,Notting Hill Gate,17,8,15,H,0,23,6,107,24,23,61,27,136,56
3739,Notting Hill Gate,19,9,14,H,0,23,6,107,29,23,61,27,136,56
3740,Notting Hill Gate,18,8,14,H,0,23,6,107,28,23,61,27,136,56
3741,Notting Hill Gate,22,8,10,H,0,23,6,107,29,23,63,27,136,56
3742,Notting Hill Gate,20,8,12,H,0,23,6,107,29,23,63,27,136,56
3743,Notting Hill Gate,18,9,15,H,0,23,6,107,28,23,61,27,136,56
3744,Notting Hill Gate,19,8,13,H,0,23,6,107,29,23,61,27,136,56
3745,Notting Hill Gate,19,8,13,H,0,23,6,107,29,23,61,27,136,56
3746,Notting Hill Gate,23,9,10,H,0,23,6,107,29,23,63,27,136,56
3747,Becontree,16,5,13,H,0,0,0,1,0,3,5,0,3,1
3748,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3749,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3750,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3751,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3752,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3753,Becontree,23,7,8,H,0,0,0,1,0,3,5,0,3,1
3754,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3755,Becontree,23,7,8,H,0,0,0,1,0,3,5,0,3,1
3756,Becontree,22,8,10,H,0,0,0,1,0,3,5,0,3,1
3757,Becontree,20,11,15,H,0,0,0,1,0,3,5,0,3,1
3758,Becontree,15,5,14,H,0,0,0,1,0,3,5,0,3,1
3759,Becontree,19,6,11,H,0,0,0,1,0,3,5,0,3,1
3760,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3761,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3762,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3763,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3764,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3765,Becontree,17,5,12,H,0,0,0,1,0,3,5,0,3,1
3766,Becontree,18,5,11,H,0,0,0,1,0,3,5,0,3,1
3767,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3768,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3769,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3770,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3771,Becontree,16,5,13,H,0,0,0,1,0,3,5,0,3,1
3772,Becontree,18,5,11,H,0,0,0,1,0,3,5,0,3,1
3773,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3774,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3775,Becontree,23,7,8,H,0,0,0,1,0,3,5,0,3,1
3776,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3777,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3778,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3779,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3780,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3781,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3782,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3783,Becontree,14,5,15,H,0,0,0,1,0,3,5,0,3,1
3784,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3785,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3786,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3787,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3788,Becontree,14,5,15,H,0,0,0,1,0,3,5,0,3,1
3789,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3790,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3791,Becontree,19,5,10,H,0,0,0,1,0,3,5,0,3,1
3792,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3793,Becontree,20,5,9,H,0,0,0,1,0,3,5,0,3,1
3794,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3795,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3796,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3797,Upton Park,18,6,12,H,0,3,1,45,8,3,21,6,63,15
3798,Upton Park,22,8,10,H,0,3,1,45,8,3,21,6,63,15
3799,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3800,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3801,Upton Park,23,5,6,H,0,3,1,45,8,3,21,6,63,15
3802,Upton Park,23,7,8,H,0,3,1,45,8,3,21,6,63,15
3803,Upton Park,21,5,8,H,0,3,1,45,8,3,21,6,63,15
3804,Upton Park,15,6,15,H,0,3,1,45,7,3,21,6,63,15
3805,Upton Park,15,6,15,H,0,3,1,45,7,3,21,6,63,15
3806,Upton Park,21,5,8,H,0,3,1,45,8,3,21,6,63,15
3807,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3808,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3809,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3810,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3811,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3812,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3813,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3814,Upton Park,20,5,9,H,0,3,1,45,8,3,21,6,63,15
3815,Upton Park,21,5,8,H,0,3,1,45,8,3,21,6,63,15
3816,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3817,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3818,Upton Park,22,5,7,H,0,3,1,45,8,3,21,6,63,15
3819,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3820,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3821,Upton Park,22,6,8,H,0,3,1,45,8,3,21,6,63,15
3822,Upton Park,22,10,12,H,0,3,1,45,8,3,21,6,63,15
3823,Upton Park,23,13,14,H,0,3,1,45,8,3,21,6,63,15
3824,Upton Park,23,10,11,H,0,3,1,45,8,3,21,6,63,15
3846,Kidbrooke,21,8,11,H,0,3,0,8,0,8,8,2,7,11
3847,Kidbrooke,20,8,12,H,0,3,0,8,0,8,8,2,7,11
3848,Kidbrooke,20,7,11,H,0,3,0,8,0,8,8,2,7,11
3849,Kidbrooke,21,7,10,H,0,3,0,8,0,8,8,2,7,11
3850,Kidbrooke,22,8,10,H,0,3,0,8,0,8,8,2,7,11
3851,Kidbrooke,20,7,11,H,0,3,0,8,0,8,8,2,7,11
3852,Kidbrooke,20,7,11,H,0,3,0,8,0,8,8,2,7,11
3853,Kidbrooke,21,8,11,H,0,3,0,8,0,8,8,2,7,11
3854,Kidbrooke,20,8,12,H,0,3,0,8,0,8,8,2,7,11
3855,Kidbrooke,20,8,12,H,0,3,0,8,0,8,8,2,7,11
3856,Kidbrooke,20,8,12,H,0,3,0,8,0,8,8,2,7,11
3857,Kidbrooke,20,8,12,H,0,3,0,8,0,8,8,2,7,11
3858,Kidbrooke,19,8,13,H,0,3,0,8,0,8,8,2,7,11
3865,East Finchley,23,9,10,H,0,4,3,41,6,9,27,4,51,18
3866,East Finchley,18,9,15,H,0,4,3,41,6,9,27,4,51,18
3867,East Finchley,18,9,15,H,0,4,3,41,6,9,27,4,51,18
3868,East Finchley,22,9,11,H,0,4,3,41,6,9,27,4,51,18
3869,East Finchley,22,8,10,H,0,4,3,41,6,9,27,4,51,18
3870,East Finchley,21,9,12,H,0,4,3,41,6,9,27,4,51,18
3871,East Finchley,20,9,13,H,0,4,3,41,6,9,27,4,51,18
3872,East Finchley,19,9,14,H,0,4,3,41,6,9,27,4,51,18
3873,East Finchley,20,9,13,H,0,4,3,41,6,9,27,4,51,18
3874,East Finchley,22,9,11,H,0,4,3,41,6,9,27,4,51,18
3875,East Finchley,22,9,11,H,0,4,3,41,6,9,27,4,51,18
3876,East Finchley,20,9,13,H,0,4,3,41,6,9,27,4,51,18
3877,East Finchley,20,9,13,H,0,4,3,41,6,9,27,4,51,18
3878,East Finchley,19,9,14,H,0,4,3,41,6,9,27,4,51,18
3879,East Finchley,18,9,15,H,0,4,3,41,6,9,27,4,51,18
3880,East Finchley,21,9,12,H,0,4,3,41,6,9,27,4,51,18
3881,East Finchley,19,9,14,H,0,4,3,41,6,9,27,4,51,18
3882,East Finchley,20,9,13,H,0,4,3,41,6,9,27,4,51,18
3883,East Finchley,18,9,15,H,0,4,3,41,6,9,27,4,51,18
3884,East Finchley,21,8,11,H,0,4,3,41,6,9,27,4,51,18
3885,Preston Road,20,11,15,H,0,1,0,12,4,3,6,1,15,4
3886,Preston Road,18,8,14,H,0,1,0,11,4,3,6,1,15,4
3887,Preston Road,18,7,13,H,0,1,0,11,4,3,6,1,15,4
3888,Preston Road,17,8,15,H,0,1,0,11,4,3,6,1,15,4
3889,Preston Road,19,9,14,H,0,1,0,12,4,3,6,1,15,4
3890,Preston Road,18,9,15,H,0,1,0,11,4,3,6,1,15,4
3891,West Brompton,19,8,13,H,0,25,3,126,31,16,52,28,109,95
3892,West Brompton,22,8,10,H,0,25,3,126,32,16,52,28,109,95
3893,West Brompton,20,8,12,H,0,25,3,126,32,16,52,28,109,95
3894,West Brompton,18,8,14,H,0,25,3,125,31,16,52,28,109,95
3895,West Brompton,18,7,13,H,0,25,3,125,31,16,52,28,109,95
3896,West Brompton,19,8,13,H,0,25,3,126,31,16,52,28,109,95
3897,West Brompton,19,8,13,H,0,25,3,126,31,16,52,28,109,95
3898,West Brompton,18,8,14,H,0,25,3,125,31,16,52,28,109,95
3899,West Brompton,20,8,12,H,0,25,3,126,32,16,52,28,109,95
3900,West Brompton,20,8,12,H,0,25,3,126,32,16,52,28,109,95
3901,Seven Sisters,17,7,14,H,0,3,9,65,5,4,29,2,44,28
3902,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3903,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3904,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3905,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3906,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3907,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3908,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3909,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3910,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3911,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3912,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3913,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3914,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3915,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3916,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3917,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3918,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3919,Seven Sisters,21,6,9,H,0,3,9,66,7,4,30,2,44,28
3920,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3921,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3922,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3923,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3924,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3925,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3926,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3927,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3928,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3929,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3930,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3931,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3932,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3933,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3934,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3935,Seven Sisters,16,7,15,H,0,3,9,65,4,4,29,2,44,28
3936,Seven Sisters,17,6,13,H,0,3,9,65,5,4,29,2,44,28
3937,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3938,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3939,Seven Sisters,16,6,14,H,0,3,9,65,4,4,29,2,44,28
3940,Tooting Bec,21,9,12,H,0,6,0,69,7,4,23,7,63,16
3941,Tooting Bec,21,9,12,H,0,6,0,69,7,4,23,7,63,16
3942,Tooting Bec,22,9,11,H,0,6,0,69,7,4,23,7,63,16
3943,Tooting Bec,23,9,10,H,0,6,0,69,7,4,23,7,63,16
3944,Tooting Bec,18,9,15,H,0,6,0,69,7,4,22,7,63,16
3945,Tooting Bec,21,9,12,H,0,6,0,69,7,4,23,7,63,16
3946,Tooting Bec,22,9,11,H,0,6,0,69,7,4,23,7,63,16
3947,Tooting Bec,23,9,10,H,0,6,0,69,7,4,23,7,63,16
3948,Tooting Bec,23,9,10,H,0,6,0,69,7,4,23,7,63,16
3949,Tooting Bec,21,9,12,H,0,6,0,69,7,4,23,7,63,16
3950,Uxbridge,21,8,11,H,0,3,2,55,8,2,40,2,83,12
3951,Uxbridge,20,9,13,H,0,3,2,55,8,2,40,2,83,12
3952,Uxbridge,19,8,13,H,0,3,2,55,8,2,40,2,83,12
3953,Uxbridge,20,8,12,H,0,3,2,55,8,2,40,2,83,12
3954,Uxbridge,21,9,12,H,0,3,2,55,8,2,40,2,83,12
3955,Uxbridge,20,9,13,H,0,3,2,55,8,2,40,2,83,12
3956,Uxbridge,21,9,12,H,0,3,2,55,8,2,40,2,83,12
3957,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3958,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3959,Woodford,21,7,10,H,0,0,0,24,5,3,8,1,14,8
3960,Woodford,21,11,14,H,0,0,0,24,5,3,8,1,14,8
3961,Woodford,22,8,10,H,0,0,0,24,5,3,8,1,14,8
3962,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3963,Woodford,23,8,9,H,0,0,0,24,5,3,8,1,14,8
3964,Woodford,22,8,10,H,0,0,0,24,5,3,8,1,14,8
3965,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3966,Woodford,20,8,12,H,0,0,0,24,5,3,8,1,14,8
3967,Woodford,22,7,9,H,0,0,0,24,5,3,8,1,14,8
3968,Woodford,20,11,15,H,0,0,0,24,5,3,8,1,14,8
3969,Woodford,17,8,15,H,0,0,0,23,4,3,8,1,14,8
3970,Woodford,22,8,10,H,0,0,0,24,5,3,8,1,14,8
3971,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3972,Woodford,18,8,14,H,0,0,0,24,5,3,8,1,14,8
3973,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3974,Woodford,23,12,13,H,0,0,0,24,5,3,8,1,14,8
3975,Woodford,18,8,14,H,0,0,0,24,5,3,8,1,14,8
3976,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3977,Woodford,22,8,10,H,0,0,0,24,5,3,8,1,14,8
3978,Woodford,18,8,14,H,0,0,0,24,5,3,8,1,14,8
3979,Woodford,22,8,10,H,0,0,0,24,5,3,8,1,14,8
3980,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3981,Woodford,22,9,11,H,0,0,0,24,5,3,8,1,14,8
3982,Woodford,22,13,15,H,0,0,0,24,5,3,8,1,14,8
3983,Woodford,18,9,15,H,0,0,0,24,5,3,8,1,14,8
3984,Woodford,23,9,10,H,0,0,0,24,5,3,8,1,14,8
3985,Woodford,22,9,11,H,0,0,0,24,5,3,8,1,14,8
3986,Woodford,23,9,10,H,0,0,0,24,5,3,8,1,14,8
3987,Woodford,23,13,14,H,0,0,0,24,5,3,8,1,14,8
3988,Woodford,21,11,14,H,0,0,0,24,5,3,8,1,14,8
3989,Woodford,21,8,11,H,0,0,0,24,5,3,8,1,14,8
3990,Woodford,22,9,11,H,0,0,0,24,5,3,8,1,14,8
3991,Woodford,22,9,11,H,0,0,0,24,5,3,8,1,14,8
3992,Woodford,23,8,9,H,0,0,0,24,5,3,8,1,14,8
3993,Walthamstow Central,19,8,13,H,0,10,3,102,12,10,42,0,119,33
3994,Walthamstow Central,18,9,15,H,0,10,3,100,12,10,42,0,119,33
3995,Walthamstow Central,19,8,13,H,0,10,3,102,12,10,42,0,119,33
3996,Walthamstow Central,23,10,11,H,0,10,3,102,12,10,46,0,119,33
3997,Walthamstow Central,20,8,12,H,0,10,3,102,12,10,46,0,119,33
3998,Walthamstow Central,18,9,15,H,0,10,3,100,12,10,42,0,119,33
3999,Walthamstow Central,20,9,13,H,0,10,3,102,12,10,46,0,119,33
4000,Walthamstow Central,22,9,11,H,0,10,3,102,12,10,46,0,119,33
4001,Walthamstow Central,19,8,13,H,0,10,3,102,12,10,42,0,119,33
4002,Walthamstow Central,19,9,14,H,0,10,3,102,12,10,42,0,119,33
4003,Walthamstow Central,19,9,14,H,0,10,3,102,12,10,42,0,119,33
4004,Walthamstow Central,18,9,15,H,0,10,3,100,12,10,42,0,119,33
4005,Walthamstow Central,20,11,15,H,0,10,3,102,12,10,46,0,119,33
4006,Walthamstow Central,20,9,13,H,0,10,3,102,12,10,46,0,119,33
4007,Walthamstow Central,19,10,15,H,0,10,3,102,12,10,42,0,119,33
4019,Manor House,20,8,12,H,0,5,0,30,8,17,21,22,48,27
4020,Manor House,22,8,10,H,0,5,0,30,8,17,21,22,48,27
4021,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4022,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4023,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4024,Manor House,19,10,15,H,0,5,0,30,8,17,21,22,48,27
4025,Manor House,21,8,11,H,0,5,0,30,8,17,21,22,48,27
4026,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4027,Manor House,22,8,10,H,0,5,0,30,8,17,21,22,48,27
4028,Manor House,23,8,9,H,0,5,0,30,8,17,21,22,48,27
4029,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4030,Manor House,17,8,15,H,0,5,0,30,7,17,21,22,48,27
4031,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4032,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4033,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4034,Manor House,22,8,10,H,0,5,0,30,8,17,21,22,48,27
4035,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4036,Manor House,23,8,9,H,0,5,0,30,8,17,21,22,48,27
4037,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4038,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4039,Manor House,20,8,12,H,0,5,0,30,8,17,21,22,48,27
4040,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4041,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4042,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4043,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4044,Manor House,18,8,14,H,0,5,0,30,8,17,21,22,48,27
4045,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4046,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4047,Manor House,20,8,12,H,0,5,0,30,8,17,21,22,48,27
4048,Manor House,20,11,15,H,0,5,0,30,8,17,21,22,48,27
4049,Manor House,20,9,13,H,0,5,0,30,8,17,21,22,48,27
4050,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4051,Manor House,23,8,9,H,0,5,0,30,8,17,21,22,48,27
4052,Manor House,22,8,10,H,0,5,0,30,8,17,21,22,48,27
4053,Manor House,19,8,13,H,0,5,0,30,8,17,21,22,48,27
4054,Manor House,23,8,9,H,0,5,0,30,8,17,21,22,48,27
4055,Sudbury Town,18,7,13,H,0,1,0,13,3,10,4,0,6,7
4056,Sudbury Town,18,8,14,H,0,1,0,13,3,10,4,0,6,7
4057,Stepney Green,17,8,15,H,0,14,38,63,14,10,36,22,42,26
4058,Stepney Green,17,7,14,H,0,14,38,63,14,10,36,22,42,26
4059,Stepney Green,23,7,8,H,0,14,38,63,16,10,38,22,42,26
4060,Stepney Green,20,6,10,H,0,14,38,63,16,10,38,22,42,26
4061,Stepney Green,15,6,15,H,0,14,38,63,13,10,36,22,42,26
4062,Stepney Green,22,7,9,H,0,14,38,63,16,10,38,22,42,26
4063,Stepney Green,16,6,14,H,0,14,38,63,14,10,36,22,42,26
4064,Stepney Green,21,10,13,H,0,14,38,63,16,10,38,22,42,26
4065,Stepney Green,23,7,8,H,0,14,38,63,16,10,38,22,42,26
4066,Stepney Green,16,7,15,H,0,14,38,63,14,10,36,22,42,26
4067,Stepney Green,23,9,10,H,0,14,38,63,16,10,38,22,42,26
4068,Stepney Green,23,10,11,H,0,14,38,63,16,10,38,22,42,26
4069,Stepney Green,23,9,10,H,0,14,38,63,16,10,38,22,42,26
4070,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4071,North Greenwich,19,6,11,H,0,22,2,40,23,9,26,1,12,19
4072,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4073,North Greenwich,19,9,14,H,0,22,2,40,23,9,26,1,12,19
4074,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4075,North Greenwich,16,5,13,H,0,22,2,40,16,9,26,1,12,19
4076,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4077,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4078,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4079,North Greenwich,20,5,9,H,0,22,2,40,23,9,27,1,12,19
4080,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4081,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4082,North Greenwich,19,6,11,H,0,22,2,40,23,9,26,1,12,19
4083,North Greenwich,20,6,10,H,0,22,2,40,23,9,27,1,12,19
4084,North Greenwich,19,6,11,H,0,22,2,40,23,9,26,1,12,19
4085,North Greenwich,18,5,11,H,0,22,2,40,23,9,26,1,12,19
4086,North Greenwich,19,5,10,H,0,22,2,40,23,9,26,1,12,19
4087,North Greenwich,19,6,11,H,0,22,2,40,23,9,26,1,12,19
4088,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4089,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4090,North Greenwich,15,6,15,H,0,22,2,40,16,8,26,1,12,19
4091,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4092,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4093,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4094,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4095,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4096,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4097,North Greenwich,17,6,13,H,0,22,2,40,17,9,26,1,12,19
4098,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4099,North Greenwich,17,6,13,H,0,22,2,40,17,9,26,1,12,19
4100,North Greenwich,18,6,12,H,0,22,2,40,23,9,26,1,12,19
4101,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4102,North Greenwich,19,6,11,H,0,22,2,40,23,9,26,1,12,19
4103,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4104,North Greenwich,17,6,13,H,0,22,2,40,17,9,26,1,12,19
4105,North Greenwich,17,6,13,H,0,22,2,40,17,9,26,1,12,19
4106,North Greenwich,21,6,9,H,0,22,2,40,23,9,27,1,12,19
4107,North Greenwich,17,5,12,H,0,22,2,40,17,9,26,1,12,19
4108,North Greenwich,17,6,13,H,0,22,2,40,17,9,26,1,12,19
4109,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4110,Barkingside,17,7,14,H,0,1,0,2,0,3,2,0,11,4
4111,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4112,Barkingside,17,7,14,H,0,1,0,2,0,3,2,0,11,4
4113,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4114,Barkingside,18,7,13,H,0,1,0,2,0,3,2,0,11,4
4115,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4116,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4117,Barkingside,17,7,14,H,0,1,0,2,0,3,2,0,11,4
4118,Barkingside,19,7,12,H,0,1,0,2,0,3,2,0,11,4
4119,Barkingside,17,7,14,H,0,1,0,2,0,3,2,0,11,4
4120,Barkingside,18,7,13,H,0,1,0,2,0,3,2,0,11,4
4121,Barkingside,20,7,11,H,0,1,0,2,0,3,2,0,11,4
